fecha,hora,fecha_completa,nombre,dni,edad,sexo,direccion,barrio,metodo,latitud,longitud,año,mes,dia_semana,antecedentes
2010-03-11,21:54,2017-05-17 21:54,Feliciano de Azorin,59839839A,24,Masculino,"Calle Pasadizo de Vera Alvarez, 70, 5ºC, Patraix, Valencia",Patraix,Ahorcamiento,39.447592,-0.407577,2010,3,Wednesday,Trastorno bipolar
2010-03-27,04:58,2024-06-05 04:58,Aitor Tena Barroso,24295118B,64,Masculino,"Carrer Urbanización Xavier Llano, 45, Campanar, Valencia",Campanar,Precipitación,39.503659,-0.40425,2010,3,Wednesday,Duelo reciente
2010-04-01,11:09,1996-12-29 11:09,Gustavo de Tur,42296424E,22,Masculino,"Carrer C. de Lola Morán, 45, 1ºA, El Carme, Valencia",El Carme,Ahorcamiento,39.485835,-0.375905,2010,4,Sunday,
2010-04-14,17:59,2002-09-05 17:59,Marcos Aranda Caballero,45124652D,57,Masculino,"Carrer Vial María Belén Torrecilla, 33, 3ºD, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.458081,-0.357637,2010,4,Thursday,Depresión diagnosticada
2010-04-18,03:04,2019-03-30 03:04,Mamen Tejada Peinado,66926086L,56,Femenino,"Calle Plaza de Duilio Badía, 2, 2ºA, Russafa, Valencia",Russafa,Precipitación,39.471221,-0.379609,2010,4,Saturday,Enfermedad crónica
2010-04-26,10:31,2019-09-02 10:31,Marciano Folch Fabra,30772924M,71,Masculino,"Carrer Callejón Miguel Tormo, 61, 8ºB, Patraix, Valencia",Patraix,Corte/punzante,39.451919,-0.394164,2010,4,Monday,Sin antecedentes conocidos
2010-05-04,18:33,1995-01-20 18:33,Gil del Marín,20578035G,46,Masculino,"Plaza Alameda de Virgilio Palma, 10, El Carme, Valencia",El Carme,Precipitación,39.484167,-0.393189,2010,5,Friday,Depresión diagnosticada
2010-05-08,23:14,1987-07-25 23:14,Noemí Salomé Pareja Sainz,45921960E,62,Femenino,"Plaça Cuesta de Francisco Aller, 37, Patraix, Valencia",Patraix,Precipitación,39.433008,-0.391348,2010,5,Saturday,Abuso de sustancias
2010-05-10,13:20,1998-05-22 13:20,Íñigo Quintana Silva,73570259K,26,Masculino,"Plaça Ronda de Adela Serrano, 9, Benimaclet, Valencia",Benimaclet,Ahorcamiento,39.473981,-0.368329,2010,5,Friday,
2010-05-12,00:13,2006-12-30 00:13,Aarón Mateos Salgado,51010058Z,53,Masculino,"Calle Calle Rocío Alba, 109, Russafa, Valencia",Russafa,Precipitación,39.466785,-0.364408,2010,5,Saturday,Depresión diagnosticada
2010-05-14,07:32,1999-11-09 07:32,Leoncio Angulo Castrillo,40952501N,71,Masculino,"Calle Pasaje de Georgina Bernat, 121, 8ºC, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.470466,-0.322198,2010,5,Tuesday,Sin antecedentes conocidos
2010-05-18,02:51,1987-06-22 02:51,Guadalupe Dueñas Llano,86685884B,47,Masculino,"Plaza Rambla de Venceslás Alvarez, 58, El Cabanyal, Valencia",El Cabanyal,Arma de fuego,39.458482,-0.322886,2010,5,Monday,Abuso de sustancias
2010-05-23,16:42,2015-06-28 16:42,Juan Francisco Varela Lumbreras,62079201Q,52,Masculino,"Carrer Cañada Macarena Barrera, 85, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.472986,-0.296104,2010,5,Sunday,Trastorno bipolar
2010-06-01,17:54,2010-12-23 17:54,Javi Erasmo Cánovas Castells,26930651C,57,Masculino,"Calle Pasaje de Leoncio Figuerola, 139, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.46415,-0.309638,2010,6,Thursday,Depresión diagnosticada
2010-06-02,06:15,1994-08-05 06:15,Esteban Blanco Pacheco,71557118R,50,Masculino,"Avenida Via Morena Figueras, 40, 8ºC, Russafa, Valencia",Russafa,Ahorcamiento,39.466899,-0.376743,2010,6,Friday,Abuso de sustancias
2010-06-03,20:13,2019-08-18 20:13,Loreto Iniesta Gaya,67697780V,17,Masculino,"Plaça Acceso de Abigaíl Ballester, 76, 8ºC, Poblats Marítims, Valencia",Poblats Marítims,Arma de fuego,39.472263,-0.33614,2010,6,Sunday,Problemas económicos
2010-06-03,23:54,2002-12-03 23:54,Abraham Lucena-Larrañaga,58184565Q,54,Masculino,"Plaça C. Ibán Cornejo, 126, Patraix, Valencia",Patraix,Ahorcamiento,39.45402,-0.410689,2010,6,Tuesday,Duelo reciente
2010-06-13,20:34,2002-07-21 20:34,Benito Machado,14110982E,37,Masculino,"Carrer Alameda Tomasa Juliá, 111, 3ºC, Malvarrosa, Valencia",Malvarrosa,Corte/punzante,39.481562,-0.305192,2010,6,Sunday,Depresión diagnosticada
2010-06-16,17:55,1996-06-01 17:55,Leoncio Crespi Planas,32117862H,42,Masculino,"Plaza Calle de Heraclio Gaya, 51, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.460265,-0.401224,2010,6,Saturday,Problemas económicos
2010-06-18,12:10,2002-03-06 12:10,Filomena del Moreno,88583215A,38,Femenino,"Avenida Pasaje de Vicente Pont, 145, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.465094,-0.376926,2010,6,Wednesday,Trastorno bipolar
2010-06-22,23:09,1993-02-05 23:09,Espiridión Calisto Gutierrez Villena,26796445L,69,Masculino,"Calle Avenida Moisés Tapia, 68, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.481669,-0.383414,2010,6,Friday,Enfermedad crónica
2010-06-27,04:22,1986-09-08 04:22,Nacho Alonso,49690619Q,25,Masculino,"Avenida Acceso de Carlos Losada, 149, Russafa, Valencia",Russafa,Arma de fuego,39.459817,-0.375028,2010,6,Monday,Depresión diagnosticada
2010-06-27,07:01,2020-07-09 07:01,César Feijoo Ferreras,90737596C,52,Masculino,"Calle Vial de Loreto Fuster, 20, El Cabanyal, Valencia",El Cabanyal,Ahorcamiento,39.474417,-0.323359,2010,6,Thursday,Enfermedad crónica
2010-07-03,02:19,2009-05-01 02:19,Onofre Ibañez Carballo,95383273L,54,Masculino,"Calle Rambla de Chita Soria, 11, Russafa, Valencia",Russafa,Ahorcamiento,39.473555,-0.379732,2010,7,Friday,Enfermedad crónica
2010-07-05,00:45,2016-11-25 00:45,Priscila Jaén Nadal,71209942X,61,Femenino,"Plaza Pasadizo de Román Cuesta, 116, 2ºA, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.460555,-0.309649,2010,7,Friday,
2010-07-07,06:24,1982-12-07 06:24,Ignacio Iglesia Ochoa,74197731F,48,Masculino,"Plaça Pasadizo de Felicidad Machado, 54, Patraix, Valencia",Patraix,Intoxicación medicamentosa,39.448591,-0.434794,2010,7,Tuesday,Trastorno bipolar
2010-07-08,00:46,2024-03-26 00:46,Cornelio Araujo Gallardo,30393586Y,74,Masculino,"Plaça Ronda Carmelita Bayo, 123, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.453572,-0.378078,2010,7,Tuesday,Intento previo
2010-07-10,22:23,2010-04-28 22:23,Gerónimo Sola Coloma,35229985B,24,Masculino,"Carrer Plaza de Ambrosio Robles, 33, 2ºD, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.460327,-0.314781,2010,7,Wednesday,Intento previo
2010-07-23,10:38,2021-01-10 10:38,Hernán Moliner Solís,86185224S,75,Masculino,"Avenida C. Consuelo Figuerola, 76, Patraix, Valencia",Patraix,Arma de fuego,39.447878,-0.399595,2010,7,Sunday,Trastorno bipolar
2010-08-01,18:39,2010-11-04 18:39,Fabio Cuadrado Nevado,92978349K,32,Masculino,"Calle Glorieta de Sigfrido Trujillo, 117, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.453666,-0.389937,2010,8,Thursday,
2010-08-02,23:20,2000-02-07 23:20,Germán Iriarte Fernandez,59075036L,62,Masculino,"Avenida Plaza de Ester Rios, 64, Russafa, Valencia",Russafa,Ahorcamiento,39.447614,-0.391683,2010,8,Monday,
2010-08-03,09:29,1999-03-21 09:29,Hugo Amat,19461892M,51,Masculino,"Avenida Pasaje de Ezequiel Cifuentes, 67, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.476333,-0.362028,2010,8,Sunday,Abuso de sustancias
2010-08-03,17:13,1983-07-24 17:13,Ángel Bertrán Estevez,48125299F,29,Masculino,"Plaça Via Basilio Chamorro, 150, Patraix, Valencia",Patraix,Intoxicación medicamentosa,39.431872,-0.404209,2010,8,Sunday,Problemas económicos
2010-08-04,06:56,1995-03-17 06:56,Jacobo Cuenca Carlos,81626676K,60,Masculino,"Plaça Vial de Carlota Borrás, 18, L'Eixample, Valencia",L'Eixample,Precipitación,39.470832,-0.382336,2010,8,Friday,Problemas económicos
2010-08-06,14:50,1995-12-21 14:50,Máximo Santamaria-Mas,96672985Y,72,Masculino,"Plaza Vial de Adoración Camps, 148, Ciutat Vella, Valencia",Ciutat Vella,Corte/punzante,39.483826,-0.358897,2010,8,Thursday,Enfermedad crónica
2010-08-06,14:06,2018-04-29 14:06,Fito Bosch Millán,29905627S,16,Masculino,"Calle Avenida Alfonso Aguirre, 69, Ciutat Vella, Valencia",Ciutat Vella,Intoxicación medicamentosa,39.461604,-0.377508,2010,8,Sunday,Trastorno bipolar
2010-08-09,12:37,2025-08-05 12:37,Marcial del Bautista,57871750R,19,Masculino,"Calle Avenida de Benigna Tudela, 72, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.455262,-0.308291,2010,8,Tuesday,Problemas económicos
2010-08-16,16:28,2018-04-23 16:28,Plácido Tello Franco,57328450F,65,Masculino,"Plaza Avenida María Luisa Lucas, 76, Russafa, Valencia",Russafa,Ahorcamiento,39.463072,-0.366141,2010,8,Monday,Duelo reciente
2010-08-17,14:18,2017-12-09 14:18,Natalia de Osuna,61860648D,55,Femenino,"Plaza Ronda de Reyes Cuesta, 116, 6ºD, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.475009,-0.394733,2010,8,Saturday,
2010-08-26,09:30,2021-08-13 09:30,Cirino de Bernad,38712940F,50,Masculino,"Avenida Cuesta Lucio Barriga, 5, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.475652,-0.371549,2010,8,Friday,Enfermedad crónica
2010-08-28,06:40,1984-09-21 06:40,Claudio Torrecilla Valera,41065481Q,36,Masculino,"Plaça Cañada Paula Lobato, 27, El Carme, Valencia",El Carme,Corte/punzante,39.496852,-0.395851,2010,8,Friday,Trastorno bipolar
2010-09-08,19:45,2015-02-27 19:45,Lupe Serna Muro,39967614P,35,Masculino,"Plaza Alameda Sabina Bejarano, 115, 4ºD, Jesús, Valencia",Jesús,Ahorcamiento,39.463378,-0.358849,2010,9,Friday,Depresión diagnosticada
2010-09-17,18:24,2018-03-18 18:24,Ángel de Montalbán,62444122L,45,Masculino,"Plaça Cañada de Juanito Blanco, 135, Benimaclet, Valencia",Benimaclet,Ahorcamiento,39.475058,-0.353431,2010,9,Sunday,Abuso de sustancias
2010-09-18,13:22,2009-06-04 13:22,Modesto Melero García,31266976V,58,Masculino,"Calle Pasaje de Carlota Real, 80, Jesús, Valencia",Jesús,Ahorcamiento,39.447112,-0.317564,2010,9,Thursday,Trastorno bipolar
2010-09-18,08:08,2013-11-19 08:08,Maristela Donaire Arnau,34117962S,53,Femenino,"Plaça Alameda de Carina Falcón, 4, La Xerea, Valencia",La Xerea,Ahorcamiento,39.47329,-0.365271,2010,9,Tuesday,Enfermedad crónica
2010-09-19,03:28,2000-06-12 03:28,Albino Arcos,39668704Y,47,Masculino,"Carrer Glorieta Berto Puga, 47, Campanar, Valencia",Campanar,Precipitación,39.482837,-0.411039,2010,9,Monday,Intento previo
2010-09-20,13:24,1981-09-09 13:24,Martín Ropero Bernal,46436071Z,88,Masculino,"Plaza Avenida Ana Núñez, 28, Jesús, Valencia",Jesús,Intoxicación medicamentosa,39.460061,-0.345127,2010,9,Wednesday,Sin antecedentes conocidos
2010-09-24,05:35,1982-02-24 05:35,Hermenegildo Robledo Rios,16203566C,26,Masculino,"Carrer Vial de Priscila Osorio, 124, Patraix, Valencia",Patraix,Ahorcamiento,39.454081,-0.407792,2010,9,Wednesday,Sin antecedentes conocidos
2010-09-24,23:18,1980-02-22 23:18,Ceferino Prat Martin,17758252K,40,Masculino,"Calle Glorieta Glauco Montoya, 36, La Xerea, Valencia",La Xerea,Corte/punzante,39.480481,-0.383725,2010,9,Friday,Depresión diagnosticada
2010-10-04,21:35,2025-04-08 21:35,Angélica Campo Abad,28997957V,51,Femenino,"Avenida Paseo de Edelmira Machado, 71, 8ºC, Jesús, Valencia",Jesús,Arma de fuego,39.450596,-0.337692,2010,10,Tuesday,Depresión diagnosticada
2010-10-08,08:10,1980-04-13 08:10,René Cuéllar Barón,49064029S,15,Masculino,"Plaza Pasadizo Adrián Infante, 64, Poblats Marítims, Valencia",Poblats Marítims,Precipitación,39.452789,-0.313931,2010,10,Sunday,Intento previo
2010-10-11,16:00,2009-03-28 16:00,Pascual Berrocal Pedro,19725451F,30,Masculino,"Avenida Camino Amparo Aguilar, 102, El Carme, Valencia",El Carme,Ahorcamiento,39.474303,-0.399607,2010,10,Saturday,Sin antecedentes conocidos
2010-10-14,22:20,1991-07-14 22:20,Aitana Badía-Gomis,32201737N,50,Femenino,"Avenida Urbanización de Jose Barbero, 119, El Cabanyal, Valencia",El Cabanyal,Intoxicación medicamentosa,39.466555,-0.326768,2010,10,Sunday,Sin antecedentes conocidos
2010-10-14,18:53,1994-04-22 18:53,Fortunato de Manjón,82303626N,57,Masculino,"Plaça Camino de Verónica Salom, 136, Benicalap, Valencia",Benicalap,Ahorcamiento,39.499043,-0.403238,2010,10,Friday,Duelo reciente
2010-10-25,22:50,1999-07-07 22:50,Gervasio Alcalá,26345515G,31,Masculino,"Calle Alameda Rico Company, 29, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.467266,-0.385753,2010,10,Wednesday,Trastorno bipolar
2010-10-26,03:17,1991-07-22 03:17,Encarnita Batalla Parejo,95112080L,35,Femenino,"Calle Glorieta de Mar Contreras, 67, Russafa, Valencia",Russafa,Arma de fuego,39.463285,-0.348654,2010,10,Monday,Sin antecedentes conocidos
2010-11-01,09:06,1994-04-29 09:06,Pelayo Clemente Pascual,31710870B,85,Masculino,"Plaça C. de Mayte Ferrando, 78, L'Eixample, Valencia",L'Eixample,Precipitación,39.472487,-0.397845,2010,11,Friday,Enfermedad crónica
2010-11-04,00:23,1985-05-04 00:23,Dorita Fuente Cobos,67770141C,52,Femenino,"Avenida C. Teo Alba, 32, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.479723,-0.37883,2010,11,Saturday,
2010-11-05,12:35,1995-01-10 12:35,Maricela Fajardo-Casals,24459435Q,27,Femenino,"Calle Glorieta Juan José Cobo, 97, Jesús, Valencia",Jesús,Intoxicación medicamentosa,39.449438,-0.380267,2010,11,Tuesday,Enfermedad crónica
2010-11-05,17:15,2005-04-17 17:15,Iván Reynaldo Miralles Campos,40974297G,50,Masculino,"Plaça C. de Catalina Crespo, 115, 5º2, Poblats Marítims, Valencia",Poblats Marítims,Otros,39.464302,-0.316323,2010,11,Sunday,Intento previo
2010-11-07,22:19,2007-02-07 22:19,Florencio Pedraza,71817885V,61,Masculino,"Plaza C. de Andrés Felipe León, 40, 7º1, Russafa, Valencia",Russafa,Arma de fuego,39.456916,-0.3625,2010,11,Wednesday,Abuso de sustancias
2010-11-08,19:18,2021-06-09 19:18,Valerio Piquer Suárez,17046093B,60,Masculino,"Carrer Pasaje Cleto Ariza, 129, L'Eixample, Valencia",L'Eixample,Arma de fuego,39.469867,-0.386359,2010,11,Wednesday,Sin antecedentes conocidos
2010-11-13,11:22,1994-04-24 11:22,José Mari Manjón Ugarte,54821162H,42,Masculino,"Plaza Alameda de Roldán Priego, 7, Ciutat Vella, Valencia",Ciutat Vella,Intoxicación medicamentosa,39.472799,-0.380013,2010,11,Sunday,Depresión diagnosticada
2010-11-13,20:33,1996-05-09 20:33,Albert Rovira-Morante,97932551T,63,Masculino,"Plaça Alameda Paz Perez, 132, 2ºB, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.465638,-0.328369,2010,11,Thursday,Intento previo
2010-11-15,10:07,2016-11-15 10:07,Felix Ariza Vidal,99296467Q,66,Masculino,"Plaça Rambla de Nacho Aramburu, 104, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.467464,-0.382776,2010,11,Tuesday,Enfermedad crónica
2010-11-16,14:48,1980-11-28 14:48,Jose Ignacio Soriano Aliaga,19638979S,52,Masculino,"Calle Camino Emilia Gálvez, 7, L'Eixample, Valencia",L'Eixample,Sumersión,39.455996,-0.355583,2010,11,Friday,Abuso de sustancias
2010-11-19,02:22,1987-07-28 02:22,Daniela Benavente Elorza,89978266N,60,Femenino,"Carrer Plaza Obdulia Castells, 138, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.47757,-0.343844,2010,11,Tuesday,Depresión diagnosticada
2010-12-02,11:22,2024-03-24 11:22,Chucho de Capdevila,95357243W,32,Masculino,"Plaça Via Zaira Anglada, 13, El Carme, Valencia",El Carme,Arma de fuego,39.466932,-0.37778,2010,12,Sunday,Intento previo
2010-12-04,23:13,1993-04-30 23:13,Fernando Palacio Tolosa,64253283T,47,Masculino,"Calle Cuesta Jose Manuel Godoy, 15, Russafa, Valencia",Russafa,Precipitación,39.456891,-0.34516,2010,12,Friday,Problemas económicos
2010-12-07,19:54,2024-08-04 19:54,Fanny Jurado Ferrando,66049029K,26,Femenino,"Plaça Ronda de Laura Nogués, 11, Ciutat Vella, Valencia",Ciutat Vella,Intoxicación medicamentosa,39.467715,-0.360947,2010,12,Sunday,Depresión diagnosticada
2010-12-08,19:23,1981-12-01 19:23,Calisto Jódar Saura,31800801N,58,Masculino,"Carrer Calle de Trini Carretero, 147, Patraix, Valencia",Patraix,Ahorcamiento,39.456937,-0.405968,2010,12,Tuesday,Sin antecedentes conocidos
2010-12-08,07:30,2023-10-22 07:30,Nazaret del Nicolás,56541288C,64,Femenino,"Calle Pasaje Tere Aller, 71, Russafa, Valencia",Russafa,Ahorcamiento,39.485418,-0.376932,2010,12,Sunday,
2010-12-10,07:49,2023-08-01 07:49,Ceferino Ribes Carrasco,32657392Z,44,Masculino,"Carrer Via de Nidia Cuesta, 123, El Cabanyal, Valencia",El Cabanyal,Ahorcamiento,39.466474,-0.33004,2010,12,Tuesday,Sin antecedentes conocidos
2010-12-11,21:52,1995-12-09 21:52,Asdrubal Alegre Posada,26661843J,63,Masculino,"Calle Rambla de Eutropio Espejo, 99, 5ºD, Patraix, Valencia",Patraix,Corte/punzante,39.431488,-0.379919,2010,12,Saturday,Sin antecedentes conocidos
2010-12-18,15:39,1990-11-16 15:39,Teodora Múgica Fábregas,14343431X,20,Femenino,"Plaza Cañada Albano Gascón, 91, Quatre Carreres, Valencia",Quatre Carreres,Precipitación,39.456017,-0.34776,2010,12,Friday,Intento previo
2010-12-21,19:10,2004-06-20 19:10,Toni Benet Agustí,30949025H,25,Masculino,"Plaça Avenida de Fabio Gálvez, 138, Benicalap, Valencia",Benicalap,Ahorcamiento,39.505378,-0.408006,2010,12,Sunday,Depresión diagnosticada
2010-12-21,16:06,1997-05-10 16:06,Gerónimo Garrido Farré,54464700X,23,Masculino,"Calle Camino de Feliciano Cabanillas, 100, 7ºC, Ciutat Vella, Valencia",Ciutat Vella,Intoxicación medicamentosa,39.472078,-0.347544,2010,12,Saturday,Duelo reciente
2010-12-23,22:22,1994-09-19 22:22,Evangelina Arjona,56339922L,18,Femenino,"Calle Cañada Juan José Sanchez, 125, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.469824,-0.324018,2010,12,Monday,Abuso de sustancias
2011-01-09,15:45,2002-11-22 15:45,María Pilar Lasa Otero,70789372H,27,Femenino,"Carrer Ronda de Jose Angel Gual, 63, Jesús, Valencia",Jesús,Ahorcamiento,39.457282,-0.352202,2011,1,Friday,Depresión diagnosticada
2011-01-21,10:31,2007-03-24 10:31,Pili Fortunata Alvarado Llabrés,66605764H,49,Femenino,"Plaça Vial de Mamen Planas, 68, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.457473,-0.363855,2011,1,Saturday,Problemas económicos
2011-01-22,22:28,1993-04-06 22:28,Pelayo Saldaña,72444119F,50,Masculino,"Plaça Urbanización Cornelio Bilbao, 19, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.456734,-0.353933,2011,1,Tuesday,Depresión diagnosticada
2011-01-25,18:44,2000-11-01 18:44,Inocencio Anguita Rincón,36650222K,32,Masculino,"Avenida Pasadizo Lucio Valencia, 20, 7ºA, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.466303,-0.349442,2011,1,Wednesday,
2011-02-03,19:06,1996-06-18 19:06,Jafet Gomila,69239936T,38,Masculino,"Plaça Plaza de Guadalupe Pereira, 148, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.475098,-0.39056,2011,2,Tuesday,Trastorno bipolar
2011-02-10,09:30,1990-08-23 09:30,Albano Alegre Anguita,27174355Q,58,Masculino,"Plaza Paseo Felicia Bárcena, 31, 8ºB, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.45536,-0.368376,2011,2,Thursday,Enfermedad crónica
2011-02-12,01:43,2004-03-14 01:43,Bienvenida Berenguer Pina,20159797K,43,Femenino,"Avenida Pasaje de Elvira Fuertes, 92, Campanar, Valencia",Campanar,Intoxicación medicamentosa,39.488227,-0.412292,2011,2,Sunday,Depresión diagnosticada
2011-02-18,20:58,2004-01-18 20:58,Clarisa Navas España,33657334P,28,Femenino,"Avenida Via Lourdes Manuel, 116, El Carme, Valencia",El Carme,Ahorcamiento,39.487053,-0.386836,2011,2,Sunday,Enfermedad crónica
2011-02-28,09:32,2015-11-01 09:32,Felipe Almansa Valera,25747531C,33,Masculino,"Calle Cuesta Ulises Zamora, 22, 1ºB, Russafa, Valencia",Russafa,Arma de fuego,39.452928,-0.369161,2011,2,Sunday,Enfermedad crónica
2011-03-01,23:46,2010-10-07 23:46,Ruben Báez Rocha,60830809H,27,Masculino,"Carrer Paseo Blanca Ledesma, 139, Russafa, Valencia",Russafa,Precipitación,39.459101,-0.356098,2011,3,Thursday,Abuso de sustancias
2011-03-06,08:30,2020-02-07 08:30,Emigdio del Atienza,55254864D,46,Masculino,"Avenida Avenida de Ani Escudero, 148, Quatre Carreres, Valencia",Quatre Carreres,Precipitación,39.432483,-0.358279,2011,3,Friday,Trastorno bipolar
2011-03-12,09:52,1997-09-09 09:52,Francisco Uriarte Granados,94238694N,49,Masculino,"Plaça Calle de Marciano España, 107, Russafa, Valencia",Russafa,Arma de fuego,39.46306,-0.369578,2011,3,Tuesday,Duelo reciente
2011-03-15,20:29,2018-11-07 20:29,Desiderio Samper Abellán,50996827P,82,Masculino,"Calle Plaza de Hilda Llabrés, 28, Benicalap, Valencia",Benicalap,Precipitación,39.487618,-0.386829,2011,3,Wednesday,Problemas económicos
2011-03-24,12:37,1981-02-10 12:37,Abilio Ponce Egea,66248802Q,69,Masculino,"Avenida Glorieta Alma Torre, 108, Benicalap, Valencia",Benicalap,Intoxicación medicamentosa,39.498704,-0.384739,2011,3,Tuesday,Duelo reciente
2011-03-27,15:01,2024-06-17 15:01,Clemente Naranjo Villaverde,43446484J,81,Masculino,"Carrer Camino Graciano Olivé, 47, Malvarrosa, Valencia",Malvarrosa,Ahorcamiento,39.473268,-0.326271,2011,3,Monday,Trastorno bipolar
2011-03-28,19:06,2022-11-02 19:06,Martín Tejera,68733605Z,21,Masculino,"Avenida Acceso de Horacio Mateu, 123, El Carme, Valencia",El Carme,Precipitación,39.479351,-0.36853,2011,3,Wednesday,Sin antecedentes conocidos
2011-04-04,15:55,2025-03-09 15:55,Sabas Sevillano Viña,43866245R,21,Masculino,"Avenida Acceso Leticia Montesinos, 16, Jesús, Valencia",Jesús,Arma de fuego,39.454299,-0.342292,2011,4,Sunday,Duelo reciente
2011-04-04,03:29,2025-07-23 03:29,Gracia de Cervantes,95359444H,54,Femenino,"Calle Avenida Juan José Pallarès, 52, 7ºD, Campanar, Valencia",Campanar,Ahorcamiento,39.505623,-0.395733,2011,4,Wednesday,
2011-04-07,19:59,2016-11-05 19:59,Fulgencio del Coloma,54071706V,26,Masculino,"Carrer Camino Samu Perales, 148, Quatre Carreres, Valencia",Quatre Carreres,Arma de fuego,39.439255,-0.367054,2011,4,Saturday,Depresión diagnosticada
2011-04-14,11:00,1981-11-25 11:00,Victoriano Vargas Campos,77249703V,28,Masculino,"Carrer Pasaje Fabricio Fabra, 131, Patraix, Valencia",Patraix,Ahorcamiento,39.451683,-0.381636,2011,4,Wednesday,Abuso de sustancias
2011-04-16,00:00,1986-10-07 00:00,Jafet de Arnau,86299139B,55,Masculino,"Plaza Alameda Ámbar Palmer, 61, Quatre Carreres, Valencia",Quatre Carreres,Intoxicación medicamentosa,39.453503,-0.331946,2011,4,Tuesday,Enfermedad crónica
2011-05-02,20:13,2004-12-05 20:13,Leonel Belda,56871772V,41,Masculino,"Plaça Glorieta de Conrado Duque, 67, Jesús, Valencia",Jesús,Ahorcamiento,39.440703,-0.331015,2011,5,Sunday,Enfermedad crónica
2011-05-06,10:37,1991-06-23 10:37,Maxi Tovar,92336235K,50,Femenino,"Avenida Glorieta de Juan Pablo Azcona, 134, El Carme, Valencia",El Carme,Ahorcamiento,39.485186,-0.381894,2011,5,Sunday,
2011-05-10,08:54,2009-11-07 08:54,Felix Menendez Sanmiguel,17491622F,36,Masculino,"Carrer Alameda de Jose Antonio Soria, 7, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.468034,-0.367505,2011,5,Saturday,Abuso de sustancias
2011-05-20,02:23,1987-12-13 02:23,Simón Pardo,98221206M,22,Masculino,"Calle Camino Fidel Huerta, 136, El Cabanyal, Valencia",El Cabanyal,Intoxicación medicamentosa,39.472871,-0.323489,2011,5,Sunday,
2011-05-20,14:03,2006-01-22 14:03,Chucho del Marcos,34404953N,62,Masculino,"Plaça Camino de Desiderio Villanueva, 33, El Cabanyal, Valencia",El Cabanyal,Intoxicación medicamentosa,39.45499,-0.34339,2011,5,Sunday,Duelo reciente
2011-05-22,11:52,2000-08-18 11:52,Leocadio Prat Zabala,80631761V,56,Masculino,"Avenida Cuesta de Demetrio Morell, 128, Campanar, Valencia",Campanar,Precipitación,39.483304,-0.388376,2011,5,Friday,Abuso de sustancias
2011-06-02,01:11,2022-01-28 01:11,Rufino Albero-Capdevila,58603012R,16,Masculino,"Calle Plaza de Ramiro Barreda, 24, 1ºA, Russafa, Valencia",Russafa,Precipitación,39.460804,-0.38217,2011,6,Friday,Depresión diagnosticada
2011-06-05,19:16,2018-08-31 19:16,Narcisa Taboada Tejera,70573130E,44,Femenino,"Carrer Cuesta Nicolasa García, 86, L'Eixample, Valencia",L'Eixample,Arma de fuego,39.458223,-0.344497,2011,6,Friday,Sin antecedentes conocidos
2011-06-07,22:43,2017-10-28 22:43,Dionisio Ramis Mateo,28554878X,58,Masculino,"Avenida Vial de Yolanda Bello, 142, Patraix, Valencia",Patraix,Precipitación,39.459374,-0.382023,2011,6,Saturday,Problemas económicos
2011-06-17,19:36,1981-05-13 19:36,Nazaret Cózar-González,91331926F,65,Masculino,"Plaça Camino Adalberto Iñiguez, 132, 6º2, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.465344,-0.384372,2011,6,Wednesday,Problemas económicos
2011-06-20,17:56,1989-06-28 17:56,Valerio Cerro Montenegro,33105395T,26,Masculino,"Plaça Camino de Bernarda Agullo, 122, 4º2, Jesús, Valencia",Jesús,Precipitación,39.447609,-0.354299,2011,6,Wednesday,Enfermedad crónica
